"go_id","NGenes","full_direction","full_p_value","full_fdr","direction_leave_out_EC","direction_leave_out_FC","direction_leave_out_TC","directionally_stable"
"GO:0030593",47,"Down",8.83895280374683e-08,0.000214786553131048,"Down","Down","Down",TRUE
"GO:0042776",43,"Down",1.92713633460331e-06,0.00162587108423031,"Down","Down","Down",TRUE
"GO:0071222",137,"Down",2.00724825213618e-06,0.00162587108423031,"Down","Down","Down",TRUE
"GO:0034341",26,"Down",4.2858901115169e-06,0.00256030615375902,"Down","Down","Down",TRUE
"GO:0060333",10,"Down",5.26811965794036e-06,0.00256030615375902,"Down","Down","Down",TRUE
"GO:0002230",24,"Down",6.47741495187342e-06,0.00262335305550874,"Down","Down","Down",TRUE
"GO:0009060",49,"Down",2.40887872368523e-05,0.0081886986473035,"Down","Down","Down",TRUE
"GO:0050729",81,"Down",2.69586786742502e-05,0.0081886986473035,"Down","Down","Down",TRUE
"GO:0071816",16,"Down",3.06632040293676e-05,0.00827906508792926,"Down","Down","Down",TRUE
"GO:0032543",81,"Down",5.0755615466719e-05,0.0123336145584127,"Down","Down","Down",TRUE
"GO:0032757",56,"Down",5.81231895129488e-05,0.0128399409560423,"Down","Down","Down",TRUE
"GO:0032481",30,"Down",7.2853356378379e-05,0.0136179735384201,"Down","Down","Down",TRUE
"GO:0032981",50,"Down",7.05163972453118e-05,0.0136179735384201,"Down","Down","Down",TRUE
"GO:0042742",101,"Down",8.01943158321032e-05,0.0139194419622865,"Down","Down","Down",TRUE
"GO:0032755",82,"Down",0.000107591411967252,0.0174298087386948,"Down","Down","Down",TRUE
"GO:0034097",42,"Down",0.000126646976340967,0.0192345095317844,"Down","Down","Down",TRUE
"GO:0002862",22,"Down",0.00014606196389395,0.0207532147571267,"Down","Down","Down",TRUE
"GO:0042832",20,"Down",0.000153727516719457,0.0207532147571267,"Down","Down","Down",TRUE
"GO:0002639",24,"Down",0.000188322220493819,0.0217915712285705,"Down","Down","Down",TRUE
"GO:0042102",53,"Down",0.000182659990328873,0.0217915712285705,"Down","Down","Down",TRUE
"GO:2000114",13,"Up",0.000186343684973898,0.0217915712285705,"Up","Up","Up",TRUE
"GO:0050832",24,"Down",0.000244576570732514,0.0270145939490913,"Down","Down","Down",TRUE
"GO:0050766",36,"Down",0.000272672897458016,0.0288084843836078,"Down","Down","Down",TRUE
"GO:0006120",32,"Down",0.00030184430950632,0.0293392668840143,"Down","Down","Down",TRUE
"GO:0032760",79,"Down",0.00028995961969284,0.0293392668840143,"Down","Down","Down",TRUE
"GO:0048024",13,"Up",0.000339292034165581,0.0317107555008601,"Up","Up","Up",TRUE
"GO:0032731",47,"Down",0.00044045954559073,0.0396413591031657,"Down","Down","Down",TRUE
"GO:0032733",32,"Down",0.000500883877840554,0.0396640818223414,"Down","Down","Down",TRUE
"GO:0034063",19,"Up",0.000486286321483323,0.0396640818223414,"Up","Up","Up",TRUE
"GO:0043032",16,"Down",0.000472243025667626,0.0396640818223414,"Down","Down","Down",TRUE
"GO:0061844",90,"Down",0.000506002689914644,0.0396640818223414,"Down","Down","Down",TRUE
"GO:0001774",23,"Down",0.000573444640139979,0.0435459523606297,"Down","Down","Down",TRUE
"GO:0019221",112,"Down",0.00060952956588085,0.0435634366203078,"Down","Down","Down",TRUE
"GO:0090309",10,"Up",0.000605852646357868,0.0435634366203078,"Up","Up","Up",TRUE
"GO:0006955",272,"Down",0.000682162135704023,0.0460459441600216,"Down","Down","Down",TRUE
"GO:0150104",76,"Up",0.000681953842480425,0.0460459441600216,"Up","Up","Up",TRUE
"GO:0051893",19,"Up",0.000850755126141541,0.0558739177438904,"Up","Up","Up",FALSE
"GO:0032722",38,"Down",0.000940119917199236,0.0585767025331832,"Down","Down","Down",FALSE
"GO:0070059",31,"Down",0.000918913877813277,0.0585767025331832,"Down","Down","Down",FALSE
"GO:0022010",14,"Up",0.00118096583272999,0.0637721549674192,"Up","Up","Up",FALSE
"GO:0031054",13,"Up",0.00109423502350804,0.0637721549674192,"Up","Up","Up",FALSE
"GO:0032695",18,"Down",0.00106997027651296,0.0637721549674192,"Down","Down","Down",FALSE
"GO:0051770",12,"Down",0.00115692044664281,0.0637721549674192,"Down","Down","Down",FALSE
"GO:0098869",54,"Down",0.00115955165041086,0.0637721549674192,"Down","Down","Down",FALSE
"GO:0099560",25,"Up",0.00111244260309792,0.0637721549674192,"Up","Up","Up",FALSE
"GO:0036092",21,"Up",0.0012136029751322,0.0641098962950272,"Up","Up","Up",FALSE
"GO:0007088",15,"Down",0.00139036188721446,0.0718846677857686,"Down","Down","Down",FALSE
"GO:0034612",22,"Down",0.00142543196317628,0.072162493135799,"Down","Down","Down",FALSE
"GO:0140467",21,"Down",0.00147122312091615,0.0729606568127803,"Down","Down","Down",FALSE
"GO:0035456",10,"Down",0.00154360055953015,0.0750189871931654,"Down","Down","Down",FALSE
"GO:0021756",14,"Up",0.00162911692966743,0.0761298872902282,"Up","Up","Up",FALSE
"GO:0033962",13,"Up",0.00162156915419996,0.0761298872902282,"Up","Up","Up",FALSE
"GO:0019372",10,"Down",0.00171933234406018,0.0778263206212643,"Down","Down","Down",FALSE
"GO:0071276",18,"Down",0.00172947379158365,0.0778263206212643,"Down","Down","Down",FALSE
"GO:0071539",17,"Up",0.00181114595927429,0.0800197214733912,"Up","Up","Up",FALSE
"GO:0006287",11,"Down",0.00204646280023307,0.088801867938685,"Down","Down","Down",FALSE
"GO:0042572",34,"Down",0.00215339640660574,0.091802688913192,"Down","Down","Down",FALSE
"GO:0001836",19,"Down",0.00263912649152423,0.0988476764737953,"Down","Down","Down",FALSE
"GO:0002221",13,"Down",0.00262086169597025,0.0988476764737953,"Down","Down","Down",FALSE
"GO:0006895",13,"Up",0.00260038638667405,0.0988476764737953,"Up","Up","Up",FALSE
"GO:0016579",53,"Up",0.00253787956370445,0.0988476764737953,"Up","Up","Up",FALSE
"GO:0030210",10,"Up",0.00244393032020872,0.0988476764737953,"Up","Up","Up",FALSE
"GO:0032735",32,"Down",0.00262438896085675,0.0988476764737953,"Down","Down","Down",FALSE
"GO:0045665",47,"Up",0.00249138681384334,0.0988476764737953,"Up","Up","Up",FALSE
"GO:0046856",23,"Up",0.00264407365053362,0.0988476764737953,"Up","Up","Up",FALSE
"GO:0032689",31,"Down",0.00282629721840446,0.104059124859437,"Down","Down","Down",FALSE
"GO:0007076",13,"Down",0.00287112479603312,0.104131839617321,"Down","Down","Down",FALSE
"GO:0007159",27,"Down",0.00292402236297367,0.104490799147441,"Down","Down","Down",FALSE
"GO:0002523",12,"Down",0.0030620467066641,0.107456516128588,"Down","Down","Down",FALSE
"GO:0032693",18,"Down",0.00309545519711981,0.107456516128588,"Down","Down","Down",FALSE
"GO:0032720",51,"Down",0.00325170288200653,0.10974497226772,"Down","Down","Down",FALSE
"GO:0034453",10,"Up",0.00324982067065865,0.10974497226772,"Up","Up","Up",FALSE
"GO:0010273",11,"Down",0.00347838190651848,0.11264299805201,"Down","Down","Down",FALSE
"GO:0048813",29,"Up",0.00349827418177096,0.11264299805201,"Up","Up","Up",FALSE
"GO:0070098",54,"Down",0.00356934602880856,0.11264299805201,"Down","Down","Down",FALSE
"GO:0071639",12,"Down",0.00353886954257403,0.11264299805201,"Down","Down","Down",FALSE
"GO:0097028",12,"Down",0.00342506163269877,0.11264299805201,"Down","Down","Down",FALSE
"GO:0002376",36,"Down",0.00364615911826399,0.11359188022284,"Down","Down","Down",FALSE
"GO:0006958",23,"Down",0.00398642007311988,0.122620263008624,"Down","Down","Down",FALSE
"GO:0001516",15,"Down",0.00431223300754148,0.127619367210011,"Down","Down","Down",FALSE
"GO:0007030",84,"Up",0.00433935779069796,0.127619367210011,"Up","Up","Up",FALSE
"GO:0060213",11,"Up",0.00432229837581271,0.127619367210011,"Up","Up","Up",FALSE
"GO:0071679",10,"Up",0.00435901542322259,0.127619367210011,"Up","Up","Up",FALSE
"GO:0002181",32,"Down",0.00479198918003859,0.1354015547383,"Down","Down","Down",FALSE
"GO:0032496",125,"Down",0.00475282400167971,0.1354015547383,"Down","Down","Down",FALSE
"GO:0140115",10,"Up",0.00477852201981281,0.1354015547383,"Up","Up","Up",FALSE
"GO:0002250",150,"Down",0.00496413749558908,0.137077887662289,"Down","Down","Down",FALSE
"GO:0044346",11,"Down",0.0049440798233178,0.137077887662289,"Down","Down","Down",FALSE
"GO:0050727",75,"Down",0.00516358533192139,0.139416803961878,"Down","Down","Down",FALSE
"GO:1901224",57,"Down",0.00515937383411732,0.139416803961878,"Down","Down","Down",FALSE
"GO:0015693",12,"Up",0.00588923375158583,0.155260038622563,"Up","Up","Up",FALSE
"GO:0016064",19,"Down",0.00594205086086353,0.155260038622563,"Down","Down","Down",FALSE
"GO:0090200",19,"Down",0.00593126079783705,0.155260038622563,"Down","Down","Down",FALSE
"GO:0006414",10,"Down",0.00629301534203998,0.157649765785125,"Down","Down","Down",FALSE
"GO:0009791",60,"Up",0.00623033071368161,0.157649765785125,"Up","Up","Up",FALSE
"GO:0032729",65,"Down",0.00618859204363803,0.157649765785125,"Down","Down","Down",FALSE
"GO:1904754",16,"Up",0.00621899566904601,0.157649765785125,"Up","Up","Up",FALSE
"GO:0150077",10,"Down",0.00639969995719876,0.158686437714214,"Down","Down","Down",FALSE
"GO:0044331",28,"Up",0.00666015841857056,0.16347661572855,"Up","Up","Up",FALSE
"GO:0045824",25,"Down",0.00701505508286296,0.169442239540461,"Down","Down","Down",FALSE
"GO:0050673",41,"Up",0.00704266098501507,0.169442239540461,"Up","Up","Up",FALSE
"GO:0035019",43,"Up",0.0071816437301065,0.171092100629008,"Up","Up","Up",FALSE
"GO:0010803",19,"Down",0.00741667586271742,0.172985632134846,"Down","Down","Down",FALSE
"GO:0045651",13,"Down",0.00747164763668399,0.172985632134846,"Down","Down","Down",FALSE
"GO:0086064",11,"Up",0.00747468780829581,0.172985632134846,"Up","Up","Up",FALSE
"GO:0006952",50,"Down",0.00812342669856016,0.179544151734859,"Down","Down","Down",FALSE
"GO:0030101",22,"Down",0.00849694545247274,0.179544151734859,"Down","Down","Down",FALSE
"GO:0030889",14,"Down",0.00816400973336785,0.179544151734859,"Down","Down","Down",FALSE
"GO:0033365",14,"Up",0.00788520144404618,0.179544151734859,"Up","Up","Up",FALSE
"GO:0042733",49,"Up",0.00807561195431611,0.179544151734859,"Up","Up","Up",FALSE
"GO:0050830",90,"Down",0.00847297678927549,0.179544151734859,"Down","Down","Down",FALSE
"GO:0061077",34,"Down",0.00844084235328974,0.179544151734859,"Down","Down","Down",FALSE
"GO:0071383",13,"Up",0.00842988434312262,0.179544151734859,"Up","Up","Up",FALSE
"GO:0097011",10,"Down",0.00798113446811505,0.179544151734859,"Down","Down","Down",FALSE
"GO:1905515",43,"Up",0.00837918353424253,0.179544151734859,"Up","Up","Up",FALSE
"GO:0042744",16,"Down",0.00895987661129826,0.186089745003887,"Down","Down","Down",FALSE
"GO:1903830",14,"Up",0.0088895727888488,0.186089745003887,"Up","Up","Up",FALSE
"GO:0032691",24,"Down",0.0092127279442809,0.189719736479683,"Down","Down","Down",FALSE
"GO:0097202",13,"Down",0.00950142468927018,0.193108020905879,"Down","Down","Down",FALSE
"GO:1905907",10,"Down",0.00953619856325327,0.193108020905879,"Down","Down","Down",FALSE
"GO:0006893",23,"Up",0.0100183860121666,0.198470143480357,"Up","Up","Up",FALSE
"GO:0008589",17,"Up",0.0101626891534477,0.198470143480357,"Up","Up","Up",FALSE
"GO:0008637",14,"Down",0.0101035337996861,0.198470143480357,"Down","Down","Down",FALSE
"GO:0046330",81,"Down",0.0101764972109757,0.198470143480357,"Down","Down","Down",FALSE
"GO:2000379",24,"Down",0.0102093695205945,0.198470143480357,"Down","Down","Down",FALSE
"GO:0006956",15,"Down",0.010399057718626,0.198974096505994,"Down","Down","Down",FALSE
"GO:0031123",10,"Up",0.0103634465701457,0.198974096505994,"Up","Up","Up",FALSE
"GO:0032753",22,"Down",0.0105852852984717,0.200955025588174,"Down","Down","Down",FALSE
"GO:0001819",50,"Down",0.0112063672832293,0.208278316257888,"Down","Down","Down",FALSE
"GO:0034605",37,"Down",0.0113995950873659,0.208278316257888,"Down","Down","Down",FALSE
"GO:0045730",12,"Down",0.011324147071243,0.208278316257888,"Down","Down","Down",FALSE
"GO:0050829",71,"Down",0.0112941509259761,0.208278316257888,"Down","Down","Down",FALSE
"GO:0051412",13,"Down",0.0111035629583896,0.208278316257888,"Down","Down","Down",FALSE
"GO:0003281",27,"Up",0.011564706146926,0.20918532705721,"Up","Up","Up",FALSE
"GO:0042552",56,"Up",0.0116214070587339,0.20918532705721,"Up","Up","Up",FALSE
"GO:0034356",10,"Down",0.011858783319407,0.210862807234463,"Down","Down","Down",FALSE
"GO:0060340",18,"Down",0.0118881500374985,0.210862807234463,"Down","Down","Down",FALSE
"GO:0030225",29,"Down",0.012198032028901,0.211531026770249,"Down","Down","Down",FALSE
"GO:0031640",72,"Down",0.0122740225409897,0.211531026770249,"Down","Down","Down",FALSE
"GO:0034394",23,"Up",0.0122478623393305,0.211531026770249,"Up","Up","Up",FALSE
"GO:0042130",39,"Down",0.0121302589750237,0.211531026770249,"Down","Down","Down",FALSE
"GO:0042113",26,"Down",0.012816378734923,0.219322537506077,"Down","Down","Down",FALSE
"GO:0030855",72,"Down",0.0130729173255487,0.222138565464266,"Down","Down","Down",FALSE
"GO:0055091",13,"Down",0.0131637668423269,0.222138565464266,"Down","Down","Down",FALSE
"GO:0006622",24,"Up",0.0133577670309812,0.223857750932996,"Up","Up","Up",FALSE
"GO:0035633",29,"Up",0.0134693443285833,0.224181552866146,"Up","Up","Up",FALSE
"GO:0019827",35,"Up",0.0138062647194415,0.228226008627502,"Up","Up","Up",FALSE
"GO:0031663",33,"Down",0.0139260040771638,0.228649931807486,"Down","Down","Down",FALSE
"GO:0016055",129,"Up",0.0143088189388716,0.230267748486476,"Up","Up","Up",FALSE
"GO:0030318",20,"Up",0.0142527653188319,0.230267748486476,"Up","Up","Up",FALSE
"GO:0031295",41,"Down",0.014263711755159,0.230267748486476,"Down","Down","Down",FALSE
"GO:0007259",43,"Down",0.0147380932078809,0.235615569047044,"Down","Down","Down",FALSE
"GO:0000724",86,"Up",0.0148876489821878,0.23615195007671,"Up","Up","Up",FALSE
"GO:0002548",22,"Down",0.0149660083587709,0.23615195007671,"Down","Down","Down",FALSE
"GO:0001817",51,"Up",0.0158977905627559,0.241222266217384,"Up","Up","Up",FALSE
"GO:0007215",17,"Up",0.0160814844144923,0.241222266217384,"Up","Up","Up",FALSE
"GO:0007405",36,"Up",0.0159830412695923,0.241222266217384,"Up","Up","Up",FALSE
"GO:0010881",16,"Up",0.0159645012703384,0.241222266217384,"Up","Up","Up",FALSE
"GO:0031124",23,"Up",0.0155093228769109,0.241222266217384,"Up","Up","Up",FALSE
"GO:0035196",12,"Up",0.0158636757078283,0.241222266217384,"Up","Up","Up",FALSE
"GO:0050873",28,"Down",0.0155797670437445,0.241222266217384,"Down","Down","Down",FALSE
"GO:0060271",178,"Up",0.0158333069441262,0.241222266217384,"Up","Up","Up",FALSE
"GO:0002281",12,"Down",0.0162694260510124,0.24187467002701,"Down","Down","Down",FALSE
"GO:0033280",15,"Down",0.016324051804292,0.24187467002701,"Down","Down","Down",FALSE
"GO:0051591",31,"Down",0.016557862534767,0.243852157330205,"Down","Down","Down",FALSE
"GO:0031643",17,"Up",0.0168086187359092,0.244580500169217,"Up","Up","Up",FALSE
"GO:2001244",30,"Down",0.016757747489325,0.244580500169217,"Down","Down","Down",FALSE
"GO:0045666",71,"Up",0.0169883584557581,0.245724470520787,"Up","Up","Up",FALSE
"GO:0045779",15,"Down",0.0179057641281059,0.257461578883416,"Down","Down","Down",FALSE
"GO:0009303",12,"Down",0.0181355509406715,0.257715723893753,"Down","Down","Down",FALSE
"GO:0010951",36,"Down",0.0180676401238412,0.257715723893753,"Down","Down","Down",FALSE
"GO:0006412",104,"Down",0.0186208394053719,0.261932770046835,"Down","Down","Down",FALSE
"GO:0035458",22,"Down",0.0186478885671204,0.261932770046835,"Down","Down","Down",FALSE
"GO:0032008",28,"Down",0.018781594956916,0.262294688191413,"Down","Down","Down",FALSE
"GO:0007411",150,"Up",0.0188963576774398,0.262389423749593,"Up","Up","Up",FALSE
"GO:0019430",14,"Down",0.0191754422584776,0.263256071684184,"Down","Down","Down",FALSE
"GO:1904262",42,"Up",0.0191117081302528,0.263256071684184,"Up","Up","Up",FALSE
"GO:1900017",23,"Down",0.0193900819118439,0.264707298010003,"Down","Down","Down",FALSE
"GO:0051965",50,"Up",0.0195331659544562,0.265170912119154,"Up","Up","Up",FALSE
"GO:0032870",31,"Down",0.0196893963032599,0.265806850094008,"Down","Down","Down",FALSE
"GO:0002682",28,"Up",0.019877196683253,0.266859601880137,"Up","Up","Up",FALSE
"GO:0019933",33,"Up",0.0204151729806387,0.268156055907849,"Up","Up","Up",FALSE
"GO:0070507",27,"Up",0.020158248678561,0.268156055907849,"Up","Up","Up",FALSE
"GO:1900016",21,"Down",0.020323138323754,0.268156055907849,"Down","Down","Down",FALSE
"GO:1902600",133,"Down",0.0202204276416739,0.268156055907849,"Down","Down","Down",FALSE
"GO:0001764",94,"Up",0.0209462892224875,0.269461160357057,"Up","Up","Up",FALSE
"GO:0006953",26,"Down",0.0210689796163954,0.269461160357057,"Down","Down","Down",FALSE
"GO:0030031",14,"Down",0.0208934348146676,0.269461160357057,"Down","Down","Down",FALSE
"GO:0045861",17,"Down",0.0207356829927772,0.269461160357057,"Down","Down","Down",FALSE
"GO:2000785",13,"Up",0.0210149484292628,0.269461160357057,"Up","Up","Up",FALSE
"GO:0043407",24,"Down",0.0212645538930607,0.270538565236322,"Down","Down","Down",FALSE
"GO:0000387",25,"Down",0.0220290200343298,0.27804686618268,"Down","Down","Down",FALSE
"GO:0015908",21,"Down",0.022290364859915,0.27804686618268,"Down","Down","Down",FALSE
"GO:0030007",13,"Up",0.02231240284182,0.27804686618268,"Up","Up","Up",FALSE
"GO:0090023",23,"Down",0.022310978949121,0.27804686618268,"Down","Down","Down",FALSE
"GO:0007156",109,"Up",0.0226719603230893,0.281086038699525,"Up","Up","Up",FALSE
"GO:0032703",23,"Down",0.0228610105775554,0.281991145702841,"Down","Down","Down",FALSE
"GO:0010762",11,"Up",0.023079913482649,0.283253483650692,"Up","Up","Up",FALSE
"GO:0023035",10,"Down",0.0233442421503762,0.285057831283489,"Down","Down","Down",FALSE
"GO:0000226",98,"Up",0.0240346550234031,0.286295155425831,"Up","Up","Up",FALSE
"GO:0009083",11,"Up",0.0240078813669006,0.286295155425831,"Up","Up","Up",FALSE
"GO:0033689",11,"Up",0.0237934344855201,0.286295155425831,"Up","Up","Up",FALSE
"GO:0070254",12,"Down",0.023648828961523,0.286295155425831,"Down","Down","Down",FALSE
"GO:2000406",19,"Down",0.0238270812544783,0.286295155425831,"Down","Down","Down",FALSE
"GO:0007064",13,"Up",0.0243429691799796,0.2885532444261,"Up","Up","Up",FALSE
"GO:0003333",25,"Up",0.0245908877098199,0.288655013509303,"Up","Up","Up",FALSE
"GO:0032700",13,"Down",0.0247079188518251,0.288655013509303,"Down","Down","Down",FALSE
"GO:0050966",13,"Up",0.0246282311890442,0.288655013509303,"Up","Up","Up",FALSE
"GO:0042267",24,"Down",0.0252607867202415,0.29063642288676,"Down","Down","Down",FALSE
"GO:0043268",10,"Up",0.0253559348362111,0.29063642288676,"Up","Up","Up",FALSE
"GO:0045579",11,"Down",0.0252789412954696,0.29063642288676,"Down","Down","Down",FALSE
"GO:0061621",15,"Down",0.0251729247079419,0.29063642288676,"Down","Down","Down",FALSE
"GO:0006693",14,"Down",0.0257004546757889,0.291655517456927,"Down","Down","Down",FALSE
"GO:0018230",14,"Up",0.0258049120383701,0.291655517456927,"Up","Up","Up",FALSE
"GO:0032715",40,"Down",0.0257256304821874,0.291655517456927,"Down","Down","Down",FALSE
"GO:0006284",25,"Down",0.0264935390383142,0.297861131026273,"Down","Down","Down",FALSE
"GO:0016180",12,"Up",0.0270210208313233,0.297861131026273,"Up","Up","Up",FALSE
"GO:0022038",14,"Up",0.027089427965764,0.297861131026273,"Up","Up","Up",FALSE
"GO:0032007",23,"Up",0.0270269415695279,0.297861131026273,"Up","Up","Up",FALSE
"GO:0033209",44,"Down",0.0270029306286612,0.297861131026273,"Down","Down","Down",FALSE
"GO:0120316",14,"Up",0.0270284969949129,0.297861131026273,"Up","Up","Up",FALSE
"GO:0002227",20,"Down",0.027540474955499,0.298610270107925,"Down","Down","Down",FALSE
"GO:0003222",11,"Up",0.0274936887407895,0.298610270107925,"Up","Up","Up",FALSE
"GO:0021537",15,"Down",0.0280177537385213,0.298610270107925,"Down","Down","Down",FALSE
"GO:0035024",21,"Up",0.0279387639585483,0.298610270107925,"Up","Up","Up",FALSE
"GO:0043154",25,"Down",0.027689973149177,0.298610270107925,"Down","Down","Down",FALSE
"GO:0051604",55,"Down",0.0275469944440366,0.298610270107925,"Down","Down","Down",FALSE
"GO:0071353",16,"Down",0.0279724590524974,0.298610270107925,"Down","Down","Down",FALSE
"GO:0001942",35,"Up",0.0281598056533426,0.298813658242893,"Up","Up","Up",FALSE
"GO:1900153",10,"Up",0.0288995044214536,0.305329546713618,"Up","Up","Up",FALSE
"GO:0045332",21,"Up",0.0291617204174123,0.306766149845506,"Up","Up","Up",FALSE
"GO:0000727",11,"Down",0.0300564674375826,0.308173906638505,"Down","Down","Down",FALSE
"GO:0007422",23,"Up",0.0297066105961771,0.308173906638505,"Up","Up","Up",FALSE
"GO:0017148",71,"Up",0.0295581414463477,0.308173906638505,"Up","Up","Up",FALSE
"GO:0034142",29,"Down",0.03000578839591,0.308173906638505,"Down","Down","Down",FALSE
"GO:0070527",42,"Down",0.0298303567737459,0.308173906638505,"Down","Down","Down",FALSE
"GO:0097696",18,"Down",0.0295811728497024,0.308173906638505,"Down","Down","Down",FALSE
"GO:0000209",120,"Up",0.0310715496801605,0.310478382253379,"Up","Up","Up",FALSE
"GO:0007080",37,"Down",0.0313033759885094,0.310478382253379,"Down","Down","Down",FALSE
"GO:0007288",26,"Up",0.0309328830675049,0.310478382253379,"Up","Up","Up",FALSE
"GO:0010717",13,"Up",0.0309040213426902,0.310478382253379,"Up","Up","Up",FALSE
"GO:0030183",54,"Down",0.0312153780849568,0.310478382253379,"Down","Down","Down",FALSE
"GO:0046426",15,"Down",0.0307238774453809,0.310478382253379,"Down","Down","Down",FALSE
"GO:0048596",12,"Up",0.0308216924915469,0.310478382253379,"Up","Up","Up",FALSE
"GO:0061024",26,"Up",0.0312929202361189,0.310478382253379,"Up","Up","Up",FALSE
"GO:0045471",91,"Down",0.0316190817147513,0.311070318084395,"Down","Down","Down",FALSE
"GO:0045793",10,"Up",0.0314988160525205,0.311070318084395,"Up","Up","Up",FALSE
"GO:0006644",35,"Down",0.0323758510098703,0.314147588972079,"Down","Down","Down",FALSE
"GO:0007166",212,"Down",0.0323135702152226,0.314147588972079,"Down","Down","Down",FALSE
"GO:0032930",19,"Down",0.032448989642795,0.314147588972079,"Down","Down","Down",FALSE
"GO:0051607",180,"Down",0.0321455059839864,0.314147588972079,"Down","Down","Down",FALSE
"GO:0021915",24,"Up",0.0327082173698305,0.315400667494794,"Up","Up","Up",FALSE
"GO:0010818",10,"Down",0.0328824981408991,0.315827946570691,"Down","Down","Down",FALSE
"GO:0006268",20,"Down",0.0333679957784062,0.317508715578187,"Down","Down","Down",FALSE
"GO:0022604",20,"Up",0.0333730680557784,0.317508715578187,"Up","Up","Up",FALSE
"GO:0035022",10,"Up",0.0335495207820599,0.317508715578187,"Up","Up","Up",FALSE
"GO:0045454",36,"Down",0.0335801398780222,0.317508715578187,"Down","Down","Down",FALSE
"GO:0014047",10,"Up",0.0337716217169659,0.318081553380725,"Up","Up","Up",FALSE
"GO:0002430",12,"Down",0.0339144765766171,0.318193737765172,"Down","Down","Down",FALSE
"GO:0030890",42,"Down",0.0345087959245519,0.321121764601781,"Down","Down","Down",FALSE
"GO:0042753",10,"Up",0.0345362288019799,0.321121764601781,"Up","Up","Up",FALSE
"GO:0060337",38,"Down",0.0346230050722907,0.321121764601781,"Down","Down","Down",FALSE
"GO:0097150",18,"Up",0.0351886218035278,0.325126809819667,"Up","Up","Up",FALSE
"GO:0006275",38,"Up",0.035625417043219,0.325996109239066,"Up","Up","Up",FALSE
"GO:0051156",10,"Down",0.03559899632248,0.325996109239066,"Down","Down","Down",FALSE
"GO:0055119",13,"Up",0.0356851708055932,0.325996109239066,"Up","Up","Up",FALSE
"GO:0033148",10,"Up",0.0360077666298143,0.327711134496063,"Up","Up","Up",FALSE
"GO:0008286",59,"Up",0.0361847645407088,0.327791597279781,"Up","Up","Up",FALSE
"GO:0019882",18,"Down",0.0362863949252103,0.327791597279781,"Down","Down","Down",FALSE
"GO:0043116",11,"Up",0.0365151909918254,0.328636718926428,"Up","Up","Up",FALSE
"GO:0031297",29,"Up",0.0368553705124543,0.330474355517579,"Up","Up","Up",FALSE
"GO:0006935",95,"Down",0.0370846058958456,0.331266037703718,"Down","Down","Down",FALSE
"GO:0010332",24,"Down",0.0372834030815551,0.331266037703718,"Down","Down","Down",FALSE
"GO:0018149",23,"Down",0.0373526314118595,0.331266037703718,"Down","Down","Down",FALSE
"GO:2001214",12,"Up",0.0375166950982452,0.331511160322676,"Up","Up","Up",FALSE
"GO:0034243",16,"Up",0.0384825190124748,0.338283799487951,"Up","Up","Up",FALSE
"GO:0051014",11,"Down",0.038561568912824,0.338283799487951,"Down","Down","Down",FALSE
"GO:0071474",11,"Up",0.0388120670096669,0.339256556955002,"Up","Up","Up",FALSE
"GO:2000811",17,"Up",0.0390764086033035,0.340342913641675,"Up","Up","Up",FALSE
"GO:0006473",11,"Up",0.0396181567796365,0.341152394414088,"Up","Up","Up",FALSE
"GO:0007043",35,"Up",0.0400890364113354,0.341152394414088,"Up","Up","Up",FALSE
"GO:0007099",17,"Up",0.0396608790946905,0.341152394414088,"Up","Up","Up",FALSE
"GO:0016339",39,"Up",0.0399557103954595,0.341152394414088,"Up","Up","Up",FALSE
"GO:0034121",10,"Down",0.0396484516409513,0.341152394414088,"Down","Down","Down",FALSE
"GO:0046761",11,"Down",0.0401520925112877,0.341152394414088,"Down","Down","Down",FALSE
"GO:0097194",19,"Down",0.0399570100302419,0.341152394414088,"Down","Down","Down",FALSE
"GO:0033147",13,"Up",0.0403313066314933,0.341481097960031,"Up","Up","Up",FALSE
"GO:0001702",15,"Up",0.0408987584355768,0.34508327430018,"Up","Up","Up",FALSE
"GO:0060644",11,"Down",0.0412571891063677,0.346903008749044,"Down","Down","Down",FALSE
"GO:0006096",35,"Down",0.0418166353794925,0.349190460385453,"Down","Down","Down",FALSE
"GO:0010839",19,"Up",0.0416808544469179,0.349190460385453,"Up","Up","Up",FALSE
"GO:0035194",12,"Up",0.0420322930039377,0.349329794637993,"Up","Up","Up",FALSE
"GO:2001224",13,"Up",0.0421208353205481,0.349329794637993,"Up","Up","Up",FALSE
"GO:0021554",13,"Up",0.0426046070083006,0.35214011915024,"Up","Up","Up",FALSE
"GO:0071347",39,"Down",0.0430931284440265,0.354970515657574,"Down","Down","Down",FALSE
"GO:0002764",14,"Down",0.0442167342497055,0.357098261836892,"Down","Down","Down",FALSE
"GO:0007250",11,"Down",0.0438991309556874,0.357098261836892,"Down","Down","Down",FALSE
"GO:0010759",18,"Down",0.0436392152820882,0.357098261836892,"Down","Down","Down",FALSE
"GO:0030574",36,"Down",0.0436966492507943,0.357098261836892,"Down","Down","Down",FALSE
"GO:0031503",13,"Up",0.0442331591822652,0.357098261836892,"Up","Up","Up",FALSE
"GO:0051450",12,"Down",0.0441982171854703,0.357098261836892,"Down","Down","Down",FALSE
